node_id,layer,community
Anacostia,2025-10-04 00:00:00,7
Archives-Navy Memorial-Penn Quarter,2025-10-04 00:00:00,7
Arlington Cemetery,2025-10-04 00:00:00,8
Ashburn,2025-10-04 00:00:00,8
Ballston-MU,2025-10-04 00:00:00,8
Benning Road,2025-10-04 00:00:00,9
Bethesda,2025-10-04 00:00:00,2
Braddock Road,2025-10-04 00:00:00,8
Branch Ave,2025-10-04 00:00:00,7
Brookland-CUA,2025-10-04 00:00:00,2
Capitol Heights,2025-10-04 00:00:00,9
Capitol South,2025-10-04 00:00:00,8
Cheverly,2025-10-04 00:00:00,1
Clarendon,2025-10-04 00:00:00,8
Cleveland Park,2025-10-04 00:00:00,2
College Park-U of Md,2025-10-04 00:00:00,7
Columbia Heights,2025-10-04 00:00:00,7
Congress Heights,2025-10-04 00:00:00,7
Court House,2025-10-04 00:00:00,8
Crystal City,2025-10-04 00:00:00,8
Deanwood,2025-10-04 00:00:00,1
Downtown Largo,2025-10-04 00:00:00,9
Dunn Loring-Merrifield,2025-10-04 00:00:00,8
Dupont Circle,2025-10-04 00:00:00,2
East Falls Church,2025-10-04 00:00:00,8
Eastern Market,2025-10-04 00:00:00,8
Eisenhower Ave,2025-10-04 00:00:00,8
Farragut North,2025-10-04 00:00:00,2
Farragut West,2025-10-04 00:00:00,8
Federal Center SW,2025-10-04 00:00:00,8
Federal Triangle,2025-10-04 00:00:00,8
Foggy Bottom-GWU,2025-10-04 00:00:00,8
Forest Glen,2025-10-04 00:00:00,2
Fort Totten,2025-10-04 00:00:00,7
Franconia-Springfield,2025-10-04 00:00:00,8
Friendship Heights,2025-10-04 00:00:00,2
Gallery Pl-Chinatown,2025-10-04 00:00:00,7
Georgia Ave-Petworth,2025-10-04 00:00:00,7
Glenmont,2025-10-04 00:00:00,2
Greenbelt,2025-10-04 00:00:00,7
Greensboro,2025-10-04 00:00:00,8
Grosvenor-Strathmore,2025-10-04 00:00:00,2
Herndon,2025-10-04 00:00:00,8
Huntington,2025-10-04 00:00:00,8
Hyattsville Crossing,2025-10-04 00:00:00,7
Innovation Center,2025-10-04 00:00:00,8
Judiciary Square,2025-10-04 00:00:00,2
King St-Old Town,2025-10-04 00:00:00,8
L'Enfant Plaza,2025-10-04 00:00:00,8
Landover,2025-10-04 00:00:00,1
Loudoun Gateway,2025-10-04 00:00:00,8
McLean,2025-10-04 00:00:00,8
McPherson Sq,2025-10-04 00:00:00,8
Medical Center,2025-10-04 00:00:00,2
Metro Center,2025-10-04 00:00:00,2
Minnesota Ave,2025-10-04 00:00:00,1
Morgan Boulevard,2025-10-04 00:00:00,9
Mt Vernon Sq 7th St-Convention Center,2025-10-04 00:00:00,7
Navy Yard-Ballpark,2025-10-04 00:00:00,7
Naylor Road,2025-10-04 00:00:00,7
New Carrollton,2025-10-04 00:00:00,1
NoMa-Gallaudet U,2025-10-04 00:00:00,2
North Bethesda,2025-10-04 00:00:00,2
Pentagon,2025-10-04 00:00:00,8
Pentagon City,2025-10-04 00:00:00,8
Potomac Ave,2025-10-04 00:00:00,1
Potomac Yard,2025-10-04 00:00:00,8
Reston Town Center,2025-10-04 00:00:00,8
"Rhode Island Ave-Brentwood,",2025-10-04 00:00:00,2
Rockville,2025-10-04 00:00:00,2
Ronald Reagan Washington National Airport,2025-10-04 00:00:00,8
Rosslyn,2025-10-04 00:00:00,8
Shady Grove,2025-10-04 00:00:00,2
Shaw-Howard U,2025-10-04 00:00:00,7
Silver Spring,2025-10-04 00:00:00,2
Smithsonian,2025-10-04 00:00:00,8
Southern Avenue,2025-10-04 00:00:00,7
Spring Hill,2025-10-04 00:00:00,8
Stadium-Armory,2025-10-04 00:00:00,1
Suitland,2025-10-04 00:00:00,7
Takoma,2025-10-04 00:00:00,2
Tenleytown-AU,2025-10-04 00:00:00,2
Twinbrook,2025-10-04 00:00:00,2
Tysons,2025-10-04 00:00:00,8
U Street/African-Amer Civil War Memorial/Cardozo,2025-10-04 00:00:00,7
Union Station,2025-10-04 00:00:00,2
Van Dorn Street,2025-10-04 00:00:00,8
Van Ness-UDC,2025-10-04 00:00:00,2
Vienna/Fairfax-GMU,2025-10-04 00:00:00,8
Virginia Square-GMU,2025-10-04 00:00:00,8
Washington Dulles International Airport,2025-10-04 00:00:00,8
Waterfront,2025-10-04 00:00:00,7
West Falls Church,2025-10-04 00:00:00,8
West Hyattsville,2025-10-04 00:00:00,7
Wheaton,2025-10-04 00:00:00,2
Wiehle-Reston East,2025-10-04 00:00:00,8
Woodley Park-Zoo/Adams Morgan,2025-10-04 00:00:00,2
Addison Road-Seat Pleasant,2025-10-05 00:00:00,9
Anacostia,2025-10-05 00:00:00,7
Archives-Navy Memorial-Penn Quarter,2025-10-05 00:00:00,7
Arlington Cemetery,2025-10-05 00:00:00,8
Ashburn,2025-10-05 00:00:00,8
Ballston-MU,2025-10-05 00:00:00,8
Benning Road,2025-10-05 00:00:00,9
Bethesda,2025-10-05 00:00:00,2
Braddock Road,2025-10-05 00:00:00,8
Branch Ave,2025-10-05 00:00:00,7
Brookland-CUA,2025-10-05 00:00:00,2
Capitol Heights,2025-10-05 00:00:00,9
Capitol South,2025-10-05 00:00:00,8
Cheverly,2025-10-05 00:00:00,1
Clarendon,2025-10-05 00:00:00,8
Cleveland Park,2025-10-05 00:00:00,2
College Park-U of Md,2025-10-05 00:00:00,7
Columbia Heights,2025-10-05 00:00:00,7
Congress Heights,2025-10-05 00:00:00,7
Court House,2025-10-05 00:00:00,8
Crystal City,2025-10-05 00:00:00,8
Deanwood,2025-10-05 00:00:00,1
Downtown Largo,2025-10-05 00:00:00,9
Dunn Loring-Merrifield,2025-10-05 00:00:00,8
Dupont Circle,2025-10-05 00:00:00,2
East Falls Church,2025-10-05 00:00:00,8
Eastern Market,2025-10-05 00:00:00,8
Eisenhower Ave,2025-10-05 00:00:00,8
Farragut North,2025-10-05 00:00:00,2
Farragut West,2025-10-05 00:00:00,8
Federal Center SW,2025-10-05 00:00:00,8
Federal Triangle,2025-10-05 00:00:00,8
Foggy Bottom-GWU,2025-10-05 00:00:00,8
Forest Glen,2025-10-05 00:00:00,2
Fort Totten,2025-10-05 00:00:00,7
Franconia-Springfield,2025-10-05 00:00:00,8
Friendship Heights,2025-10-05 00:00:00,2
Gallery Pl-Chinatown,2025-10-05 00:00:00,7
Georgia Ave-Petworth,2025-10-05 00:00:00,7
Glenmont,2025-10-05 00:00:00,2
Greenbelt,2025-10-05 00:00:00,7
Greensboro,2025-10-05 00:00:00,8
Grosvenor-Strathmore,2025-10-05 00:00:00,2
Herndon,2025-10-05 00:00:00,8
Huntington,2025-10-05 00:00:00,8
Hyattsville Crossing,2025-10-05 00:00:00,7
Innovation Center,2025-10-05 00:00:00,8
Judiciary Square,2025-10-05 00:00:00,2
King St-Old Town,2025-10-05 00:00:00,8
L'Enfant Plaza,2025-10-05 00:00:00,8
Landover,2025-10-05 00:00:00,1
Loudoun Gateway,2025-10-05 00:00:00,8
McLean,2025-10-05 00:00:00,8
McPherson Sq,2025-10-05 00:00:00,8
Medical Center,2025-10-05 00:00:00,2
Metro Center,2025-10-05 00:00:00,2
Minnesota Ave,2025-10-05 00:00:00,1
Morgan Boulevard,2025-10-05 00:00:00,9
Mt Vernon Sq 7th St-Convention Center,2025-10-05 00:00:00,7
Navy Yard-Ballpark,2025-10-05 00:00:00,7
Naylor Road,2025-10-05 00:00:00,7
New Carrollton,2025-10-05 00:00:00,1
NoMa-Gallaudet U,2025-10-05 00:00:00,2
North Bethesda,2025-10-05 00:00:00,2
Pentagon,2025-10-05 00:00:00,8
Pentagon City,2025-10-05 00:00:00,8
Potomac Ave,2025-10-05 00:00:00,1
Potomac Yard,2025-10-05 00:00:00,8
Reston Town Center,2025-10-05 00:00:00,8
"Rhode Island Ave-Brentwood,",2025-10-05 00:00:00,2
Rockville,2025-10-05 00:00:00,2
Ronald Reagan Washington National Airport,2025-10-05 00:00:00,8
Rosslyn,2025-10-05 00:00:00,8
Shady Grove,2025-10-05 00:00:00,2
Shaw-Howard U,2025-10-05 00:00:00,7
Silver Spring,2025-10-05 00:00:00,2
Smithsonian,2025-10-05 00:00:00,8
Southern Avenue,2025-10-05 00:00:00,7
Spring Hill,2025-10-05 00:00:00,8
Stadium-Armory,2025-10-05 00:00:00,1
Suitland,2025-10-05 00:00:00,7
Takoma,2025-10-05 00:00:00,2
Tenleytown-AU,2025-10-05 00:00:00,2
Twinbrook,2025-10-05 00:00:00,2
Tysons,2025-10-05 00:00:00,8
U Street/African-Amer Civil War Memorial/Cardozo,2025-10-05 00:00:00,7
Union Station,2025-10-05 00:00:00,2
Van Dorn Street,2025-10-05 00:00:00,8
Van Ness-UDC,2025-10-05 00:00:00,2
Vienna/Fairfax-GMU,2025-10-05 00:00:00,8
Virginia Square-GMU,2025-10-05 00:00:00,8
Washington Dulles International Airport,2025-10-05 00:00:00,8
Waterfront,2025-10-05 00:00:00,7
West Falls Church,2025-10-05 00:00:00,8
West Hyattsville,2025-10-05 00:00:00,7
Wheaton,2025-10-05 00:00:00,2
Wiehle-Reston East,2025-10-05 00:00:00,8
Woodley Park-Zoo/Adams Morgan,2025-10-05 00:00:00,2
Addison Road-Seat Pleasant,2025-10-06 00:00:00,1
Anacostia,2025-10-06 00:00:00,7
Archives-Navy Memorial-Penn Quarter,2025-10-06 00:00:00,8
Arlington Cemetery,2025-10-06 00:00:00,8
Ashburn,2025-10-06 00:00:00,1
Ballston-MU,2025-10-06 00:00:00,1
Benning Road,2025-10-06 00:00:00,1
Bethesda,2025-10-06 00:00:00,2
Braddock Road,2025-10-06 00:00:00,8
Branch Ave,2025-10-06 00:00:00,7
Brookland-CUA,2025-10-06 00:00:00,2
Capitol Heights,2025-10-06 00:00:00,1
Capitol South,2025-10-06 00:00:00,1
Cheverly,2025-10-06 00:00:00,1
Clarendon,2025-10-06 00:00:00,1
Cleveland Park,2025-10-06 00:00:00,2
College Park-U of Md,2025-10-06 00:00:00,7
Columbia Heights,2025-10-06 00:00:00,7
Congress Heights,2025-10-06 00:00:00,7
Court House,2025-10-06 00:00:00,1
Crystal City,2025-10-06 00:00:00,8
Deanwood,2025-10-06 00:00:00,1
Downtown Largo,2025-10-06 00:00:00,1
Dunn Loring-Merrifield,2025-10-06 00:00:00,1
Dupont Circle,2025-10-06 00:00:00,2
East Falls Church,2025-10-06 00:00:00,1
Eastern Market,2025-10-06 00:00:00,1
Eisenhower Ave,2025-10-06 00:00:00,8
Farragut North,2025-10-06 00:00:00,2
Farragut West,2025-10-06 00:00:00,1
Federal Center SW,2025-10-06 00:00:00,1
Federal Triangle,2025-10-06 00:00:00,1
Foggy Bottom-GWU,2025-10-06 00:00:00,1
Forest Glen,2025-10-06 00:00:00,2
Fort Totten,2025-10-06 00:00:00,7
Franconia-Springfield,2025-10-06 00:00:00,8
Friendship Heights,2025-10-06 00:00:00,2
Gallery Pl-Chinatown,2025-10-06 00:00:00,7
Georgia Ave-Petworth,2025-10-06 00:00:00,7
Glenmont,2025-10-06 00:00:00,2
Greenbelt,2025-10-06 00:00:00,7
Greensboro,2025-10-06 00:00:00,1
Grosvenor-Strathmore,2025-10-06 00:00:00,2
Herndon,2025-10-06 00:00:00,1
Huntington,2025-10-06 00:00:00,8
Hyattsville Crossing,2025-10-06 00:00:00,7
Innovation Center,2025-10-06 00:00:00,1
Judiciary Square,2025-10-06 00:00:00,2
King St-Old Town,2025-10-06 00:00:00,8
L'Enfant Plaza,2025-10-06 00:00:00,7
Landover,2025-10-06 00:00:00,1
Loudoun Gateway,2025-10-06 00:00:00,1
McLean,2025-10-06 00:00:00,1
McPherson Sq,2025-10-06 00:00:00,1
Medical Center,2025-10-06 00:00:00,2
Metro Center,2025-10-06 00:00:00,2
Minnesota Ave,2025-10-06 00:00:00,1
Morgan Boulevard,2025-10-06 00:00:00,1
Mt Vernon Sq 7th St-Convention Center,2025-10-06 00:00:00,7
Navy Yard-Ballpark,2025-10-06 00:00:00,7
Naylor Road,2025-10-06 00:00:00,7
New Carrollton,2025-10-06 00:00:00,1
NoMa-Gallaudet U,2025-10-06 00:00:00,2
North Bethesda,2025-10-06 00:00:00,2
Pentagon,2025-10-06 00:00:00,8
Pentagon City,2025-10-06 00:00:00,8
Potomac Ave,2025-10-06 00:00:00,1
Potomac Yard,2025-10-06 00:00:00,8
Reston Town Center,2025-10-06 00:00:00,1
"Rhode Island Ave-Brentwood,",2025-10-06 00:00:00,2
Rockville,2025-10-06 00:00:00,2
Ronald Reagan Washington National Airport,2025-10-06 00:00:00,8
Rosslyn,2025-10-06 00:00:00,1
Shady Grove,2025-10-06 00:00:00,2
Shaw-Howard U,2025-10-06 00:00:00,7
Silver Spring,2025-10-06 00:00:00,2
Smithsonian,2025-10-06 00:00:00,1
Southern Avenue,2025-10-06 00:00:00,7
Spring Hill,2025-10-06 00:00:00,1
Stadium-Armory,2025-10-06 00:00:00,1
Suitland,2025-10-06 00:00:00,7
Takoma,2025-10-06 00:00:00,2
Tenleytown-AU,2025-10-06 00:00:00,2
Twinbrook,2025-10-06 00:00:00,2
Tysons,2025-10-06 00:00:00,1
U Street/African-Amer Civil War Memorial/Cardozo,2025-10-06 00:00:00,7
Union Station,2025-10-06 00:00:00,2
Van Dorn Street,2025-10-06 00:00:00,8
Van Ness-UDC,2025-10-06 00:00:00,2
Vienna/Fairfax-GMU,2025-10-06 00:00:00,1
Virginia Square-GMU,2025-10-06 00:00:00,1
Washington Dulles International Airport,2025-10-06 00:00:00,1
Waterfront,2025-10-06 00:00:00,7
West Falls Church,2025-10-06 00:00:00,1
West Hyattsville,2025-10-06 00:00:00,7
Wheaton,2025-10-06 00:00:00,2
Wiehle-Reston East,2025-10-06 00:00:00,1
Woodley Park-Zoo/Adams Morgan,2025-10-06 00:00:00,2
Addison Road-Seat Pleasant,2025-10-07 00:00:00,1
Anacostia,2025-10-07 00:00:00,7
Archives-Navy Memorial-Penn Quarter,2025-10-07 00:00:00,8
Arlington Cemetery,2025-10-07 00:00:00,8
Ashburn,2025-10-07 00:00:00,1
Ballston-MU,2025-10-07 00:00:00,1
Benning Road,2025-10-07 00:00:00,1
Bethesda,2025-10-07 00:00:00,2
Braddock Road,2025-10-07 00:00:00,8
Branch Ave,2025-10-07 00:00:00,7
Brookland-CUA,2025-10-07 00:00:00,2
Capitol Heights,2025-10-07 00:00:00,1
Capitol South,2025-10-07 00:00:00,1
Cheverly,2025-10-07 00:00:00,1
Clarendon,2025-10-07 00:00:00,1
Cleveland Park,2025-10-07 00:00:00,2
College Park-U of Md,2025-10-07 00:00:00,7
Columbia Heights,2025-10-07 00:00:00,7
Congress Heights,2025-10-07 00:00:00,7
Court House,2025-10-07 00:00:00,1
Crystal City,2025-10-07 00:00:00,8
Deanwood,2025-10-07 00:00:00,1
Downtown Largo,2025-10-07 00:00:00,1
Dunn Loring-Merrifield,2025-10-07 00:00:00,1
Dupont Circle,2025-10-07 00:00:00,2
East Falls Church,2025-10-07 00:00:00,1
Eastern Market,2025-10-07 00:00:00,1
Eisenhower Ave,2025-10-07 00:00:00,8
Farragut North,2025-10-07 00:00:00,2
Farragut West,2025-10-07 00:00:00,1
Federal Center SW,2025-10-07 00:00:00,1
Federal Triangle,2025-10-07 00:00:00,1
Foggy Bottom-GWU,2025-10-07 00:00:00,1
Forest Glen,2025-10-07 00:00:00,2
Fort Totten,2025-10-07 00:00:00,7
Franconia-Springfield,2025-10-07 00:00:00,8
Friendship Heights,2025-10-07 00:00:00,2
Gallery Pl-Chinatown,2025-10-07 00:00:00,7
Georgia Ave-Petworth,2025-10-07 00:00:00,7
Glenmont,2025-10-07 00:00:00,2
Greenbelt,2025-10-07 00:00:00,7
Greensboro,2025-10-07 00:00:00,1
Grosvenor-Strathmore,2025-10-07 00:00:00,2
Herndon,2025-10-07 00:00:00,1
Huntington,2025-10-07 00:00:00,8
Hyattsville Crossing,2025-10-07 00:00:00,7
Innovation Center,2025-10-07 00:00:00,1
Judiciary Square,2025-10-07 00:00:00,2
King St-Old Town,2025-10-07 00:00:00,8
L'Enfant Plaza,2025-10-07 00:00:00,7
Landover,2025-10-07 00:00:00,1
Loudoun Gateway,2025-10-07 00:00:00,1
McLean,2025-10-07 00:00:00,1
McPherson Sq,2025-10-07 00:00:00,1
Medical Center,2025-10-07 00:00:00,2
Metro Center,2025-10-07 00:00:00,2
Minnesota Ave,2025-10-07 00:00:00,1
Morgan Boulevard,2025-10-07 00:00:00,1
Mt Vernon Sq 7th St-Convention Center,2025-10-07 00:00:00,7
Navy Yard-Ballpark,2025-10-07 00:00:00,7
Naylor Road,2025-10-07 00:00:00,7
New Carrollton,2025-10-07 00:00:00,1
NoMa-Gallaudet U,2025-10-07 00:00:00,2
North Bethesda,2025-10-07 00:00:00,2
Pentagon,2025-10-07 00:00:00,8
Pentagon City,2025-10-07 00:00:00,8
Potomac Ave,2025-10-07 00:00:00,1
Potomac Yard,2025-10-07 00:00:00,8
Reston Town Center,2025-10-07 00:00:00,1
"Rhode Island Ave-Brentwood,",2025-10-07 00:00:00,2
Rockville,2025-10-07 00:00:00,2
Ronald Reagan Washington National Airport,2025-10-07 00:00:00,8
Rosslyn,2025-10-07 00:00:00,1
Shady Grove,2025-10-07 00:00:00,2
Shaw-Howard U,2025-10-07 00:00:00,7
Silver Spring,2025-10-07 00:00:00,2
Smithsonian,2025-10-07 00:00:00,1
Southern Avenue,2025-10-07 00:00:00,7
Spring Hill,2025-10-07 00:00:00,1
Stadium-Armory,2025-10-07 00:00:00,1
Suitland,2025-10-07 00:00:00,7
Takoma,2025-10-07 00:00:00,2
Tenleytown-AU,2025-10-07 00:00:00,2
Twinbrook,2025-10-07 00:00:00,2
Tysons,2025-10-07 00:00:00,1
U Street/African-Amer Civil War Memorial/Cardozo,2025-10-07 00:00:00,7
Union Station,2025-10-07 00:00:00,2
Van Dorn Street,2025-10-07 00:00:00,8
Van Ness-UDC,2025-10-07 00:00:00,2
Vienna/Fairfax-GMU,2025-10-07 00:00:00,1
Virginia Square-GMU,2025-10-07 00:00:00,1
Washington Dulles International Airport,2025-10-07 00:00:00,1
Waterfront,2025-10-07 00:00:00,7
West Falls Church,2025-10-07 00:00:00,1
West Hyattsville,2025-10-07 00:00:00,7
Wheaton,2025-10-07 00:00:00,2
Wiehle-Reston East,2025-10-07 00:00:00,1
Woodley Park-Zoo/Adams Morgan,2025-10-07 00:00:00,2
Addison Road-Seat Pleasant,2025-10-08 00:00:00,1
Anacostia,2025-10-08 00:00:00,8
Archives-Navy Memorial-Penn Quarter,2025-10-08 00:00:00,8
Arlington Cemetery,2025-10-08 00:00:00,1
Ashburn,2025-10-08 00:00:00,1
Ballston-MU,2025-10-08 00:00:00,1
Benning Road,2025-10-08 00:00:00,1
Bethesda,2025-10-08 00:00:00,2
Braddock Road,2025-10-08 00:00:00,8
Branch Ave,2025-10-08 00:00:00,8
Brookland-CUA,2025-10-08 00:00:00,2
Capitol Heights,2025-10-08 00:00:00,1
Capitol South,2025-10-08 00:00:00,1
Cheverly,2025-10-08 00:00:00,1
Clarendon,2025-10-08 00:00:00,1
Cleveland Park,2025-10-08 00:00:00,2
College Park-U of Md,2025-10-08 00:00:00,8
Columbia Heights,2025-10-08 00:00:00,8
Congress Heights,2025-10-08 00:00:00,8
Court House,2025-10-08 00:00:00,1
Crystal City,2025-10-08 00:00:00,8
Deanwood,2025-10-08 00:00:00,1
Downtown Largo,2025-10-08 00:00:00,1
Dunn Loring-Merrifield,2025-10-08 00:00:00,1
Dupont Circle,2025-10-08 00:00:00,2
East Falls Church,2025-10-08 00:00:00,1
Eastern Market,2025-10-08 00:00:00,1
Eisenhower Ave,2025-10-08 00:00:00,8
Farragut North,2025-10-08 00:00:00,2
Farragut West,2025-10-08 00:00:00,1
Federal Center SW,2025-10-08 00:00:00,1
Federal Triangle,2025-10-08 00:00:00,1
Foggy Bottom-GWU,2025-10-08 00:00:00,1
Forest Glen,2025-10-08 00:00:00,2
Fort Totten,2025-10-08 00:00:00,8
Franconia-Springfield,2025-10-08 00:00:00,8
Friendship Heights,2025-10-08 00:00:00,2
Gallery Pl-Chinatown,2025-10-08 00:00:00,8
Georgia Ave-Petworth,2025-10-08 00:00:00,8
Glenmont,2025-10-08 00:00:00,2
Greenbelt,2025-10-08 00:00:00,8
Greensboro,2025-10-08 00:00:00,1
Grosvenor-Strathmore,2025-10-08 00:00:00,2
Herndon,2025-10-08 00:00:00,1
Huntington,2025-10-08 00:00:00,8
Hyattsville Crossing,2025-10-08 00:00:00,8
Innovation Center,2025-10-08 00:00:00,1
Judiciary Square,2025-10-08 00:00:00,2
King St-Old Town,2025-10-08 00:00:00,8
L'Enfant Plaza,2025-10-08 00:00:00,8
Landover,2025-10-08 00:00:00,1
Loudoun Gateway,2025-10-08 00:00:00,1
McLean,2025-10-08 00:00:00,1
McPherson Sq,2025-10-08 00:00:00,1
Medical Center,2025-10-08 00:00:00,2
Metro Center,2025-10-08 00:00:00,2
Minnesota Ave,2025-10-08 00:00:00,1
Morgan Boulevard,2025-10-08 00:00:00,1
Mt Vernon Sq 7th St-Convention Center,2025-10-08 00:00:00,8
Navy Yard-Ballpark,2025-10-08 00:00:00,8
Naylor Road,2025-10-08 00:00:00,8
New Carrollton,2025-10-08 00:00:00,1
NoMa-Gallaudet U,2025-10-08 00:00:00,2
North Bethesda,2025-10-08 00:00:00,2
Pentagon,2025-10-08 00:00:00,8
Pentagon City,2025-10-08 00:00:00,8
Potomac Ave,2025-10-08 00:00:00,1
Potomac Yard,2025-10-08 00:00:00,8
Reston Town Center,2025-10-08 00:00:00,1
"Rhode Island Ave-Brentwood,",2025-10-08 00:00:00,2
Rockville,2025-10-08 00:00:00,2
Ronald Reagan Washington National Airport,2025-10-08 00:00:00,8
Rosslyn,2025-10-08 00:00:00,1
Shady Grove,2025-10-08 00:00:00,2
Shaw-Howard U,2025-10-08 00:00:00,8
Silver Spring,2025-10-08 00:00:00,2
Smithsonian,2025-10-08 00:00:00,1
Southern Avenue,2025-10-08 00:00:00,8
Spring Hill,2025-10-08 00:00:00,1
Stadium-Armory,2025-10-08 00:00:00,1
Suitland,2025-10-08 00:00:00,8
Takoma,2025-10-08 00:00:00,2
Tenleytown-AU,2025-10-08 00:00:00,2
Twinbrook,2025-10-08 00:00:00,2
Tysons,2025-10-08 00:00:00,1
U Street/African-Amer Civil War Memorial/Cardozo,2025-10-08 00:00:00,8
Union Station,2025-10-08 00:00:00,2
Van Dorn Street,2025-10-08 00:00:00,8
Van Ness-UDC,2025-10-08 00:00:00,2
Vienna/Fairfax-GMU,2025-10-08 00:00:00,1
Virginia Square-GMU,2025-10-08 00:00:00,1
Washington Dulles International Airport,2025-10-08 00:00:00,1
Waterfront,2025-10-08 00:00:00,8
West Falls Church,2025-10-08 00:00:00,1
West Hyattsville,2025-10-08 00:00:00,8
Wheaton,2025-10-08 00:00:00,2
Wiehle-Reston East,2025-10-08 00:00:00,1
Woodley Park-Zoo/Adams Morgan,2025-10-08 00:00:00,2
Addison Road-Seat Pleasant,2025-10-09 00:00:00,1
Anacostia,2025-10-09 00:00:00,8
Archives-Navy Memorial-Penn Quarter,2025-10-09 00:00:00,8
Arlington Cemetery,2025-10-09 00:00:00,8
Ashburn,2025-10-09 00:00:00,1
Ballston-MU,2025-10-09 00:00:00,1
Benning Road,2025-10-09 00:00:00,1
Bethesda,2025-10-09 00:00:00,2
Braddock Road,2025-10-09 00:00:00,8
Branch Ave,2025-10-09 00:00:00,8
Brookland-CUA,2025-10-09 00:00:00,2
Capitol Heights,2025-10-09 00:00:00,1
Capitol South,2025-10-09 00:00:00,1
Cheverly,2025-10-09 00:00:00,1
Clarendon,2025-10-09 00:00:00,1
Cleveland Park,2025-10-09 00:00:00,2
College Park-U of Md,2025-10-09 00:00:00,8
Columbia Heights,2025-10-09 00:00:00,8
Congress Heights,2025-10-09 00:00:00,8
Court House,2025-10-09 00:00:00,1
Crystal City,2025-10-09 00:00:00,8
Deanwood,2025-10-09 00:00:00,1
Downtown Largo,2025-10-09 00:00:00,1
Dunn Loring-Merrifield,2025-10-09 00:00:00,1
Dupont Circle,2025-10-09 00:00:00,2
East Falls Church,2025-10-09 00:00:00,1
Eastern Market,2025-10-09 00:00:00,1
Eisenhower Ave,2025-10-09 00:00:00,8
Farragut North,2025-10-09 00:00:00,2
Farragut West,2025-10-09 00:00:00,1
Federal Center SW,2025-10-09 00:00:00,1
Federal Triangle,2025-10-09 00:00:00,1
Foggy Bottom-GWU,2025-10-09 00:00:00,1
Forest Glen,2025-10-09 00:00:00,2
Fort Totten,2025-10-09 00:00:00,2
Franconia-Springfield,2025-10-09 00:00:00,8
Friendship Heights,2025-10-09 00:00:00,2
Gallery Pl-Chinatown,2025-10-09 00:00:00,8
Georgia Ave-Petworth,2025-10-09 00:00:00,8
Glenmont,2025-10-09 00:00:00,2
Greenbelt,2025-10-09 00:00:00,8
Greensboro,2025-10-09 00:00:00,1
Grosvenor-Strathmore,2025-10-09 00:00:00,2
Herndon,2025-10-09 00:00:00,1
Huntington,2025-10-09 00:00:00,8
Hyattsville Crossing,2025-10-09 00:00:00,8
Innovation Center,2025-10-09 00:00:00,1
Judiciary Square,2025-10-09 00:00:00,2
King St-Old Town,2025-10-09 00:00:00,8
L'Enfant Plaza,2025-10-09 00:00:00,8
Landover,2025-10-09 00:00:00,1
Loudoun Gateway,2025-10-09 00:00:00,1
McLean,2025-10-09 00:00:00,1
McPherson Sq,2025-10-09 00:00:00,1
Medical Center,2025-10-09 00:00:00,2
Metro Center,2025-10-09 00:00:00,2
Minnesota Ave,2025-10-09 00:00:00,1
Morgan Boulevard,2025-10-09 00:00:00,1
Mt Vernon Sq 7th St-Convention Center,2025-10-09 00:00:00,8
Navy Yard-Ballpark,2025-10-09 00:00:00,8
Naylor Road,2025-10-09 00:00:00,8
New Carrollton,2025-10-09 00:00:00,1
NoMa-Gallaudet U,2025-10-09 00:00:00,2
North Bethesda,2025-10-09 00:00:00,2
Pentagon,2025-10-09 00:00:00,8
Pentagon City,2025-10-09 00:00:00,8
Potomac Ave,2025-10-09 00:00:00,1
Potomac Yard,2025-10-09 00:00:00,8
Reston Town Center,2025-10-09 00:00:00,1
"Rhode Island Ave-Brentwood,",2025-10-09 00:00:00,2
Rockville,2025-10-09 00:00:00,2
Ronald Reagan Washington National Airport,2025-10-09 00:00:00,8
Rosslyn,2025-10-09 00:00:00,1
Shady Grove,2025-10-09 00:00:00,2
Shaw-Howard U,2025-10-09 00:00:00,8
Silver Spring,2025-10-09 00:00:00,2
Smithsonian,2025-10-09 00:00:00,1
Southern Avenue,2025-10-09 00:00:00,8
Spring Hill,2025-10-09 00:00:00,1
Stadium-Armory,2025-10-09 00:00:00,1
Suitland,2025-10-09 00:00:00,8
Takoma,2025-10-09 00:00:00,2
Tenleytown-AU,2025-10-09 00:00:00,2
Twinbrook,2025-10-09 00:00:00,2
Tysons,2025-10-09 00:00:00,1
U Street/African-Amer Civil War Memorial/Cardozo,2025-10-09 00:00:00,8
Union Station,2025-10-09 00:00:00,2
Van Dorn Street,2025-10-09 00:00:00,8
Van Ness-UDC,2025-10-09 00:00:00,2
Vienna/Fairfax-GMU,2025-10-09 00:00:00,1
Virginia Square-GMU,2025-10-09 00:00:00,1
Washington Dulles International Airport,2025-10-09 00:00:00,1
Waterfront,2025-10-09 00:00:00,8
West Falls Church,2025-10-09 00:00:00,1
West Hyattsville,2025-10-09 00:00:00,8
Wheaton,2025-10-09 00:00:00,2
Wiehle-Reston East,2025-10-09 00:00:00,1
Woodley Park-Zoo/Adams Morgan,2025-10-09 00:00:00,2
Addison Road-Seat Pleasant,2025-10-10 00:00:00,1
Anacostia,2025-10-10 00:00:00,10
